"name","sku","stocks","is_active","price","colors","sizes"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-45-R","13","true","160.0","r","45"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-N","25","true","160.0","N","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-N","23","true","160.0","N","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-N","18","true","160.0","N","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-N","12","true","160.0","N","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-N","12","true","160.0","N","41"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-O","25","true","160.0","o","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-O","23","true","160.0","o","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-O","18","true","160.0","o","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-O","12","true","160.0","o","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-O","12","true","160.0","o","41"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-I","25","true","160.0","i","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-I","23","true","160.0","i","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-I","18","true","160.0","i","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-I","12","true","160.0","i","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-I","12","true","160.0","i","41"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-R","25","true","160.0","r","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-R","23","true","160.0","r","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-R","18","true","160.0","r","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-R","12","true","160.0","r","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-R","12","true","160.0","r","41"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-39-NOIR","19","true","160.0","Noir","39"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-40-NOIR","19","true","160.0","Noir","40"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-42-NOIR","13","true","160.0","Noir","42"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-43-NOIR","22","true","160.0","Noir","43"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-46-NOIR","11","true","160.0","Noir","46"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-39-VERT","19","true","160.0","Vert","39"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-40-VERT","19","true","160.0","Vert","40"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-42-VERT","13","true","160.0","Vert","42"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-43-VERT","22","true","160.0","Vert","43"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-46-VERT","11","true","160.0","Vert","46"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-39-GRIS","19","true","160.0","Gris","39"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-40-GRIS","19","true","160.0","Gris","40"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-42-GRIS","13","true","160.0","Gris","42"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-43-GRIS","22","true","160.0","Gris","43"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-46-GRIS","11","true","160.0","Gris","46"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-35-NOIR","21","true","160.0","Noir","35"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-36-NOIR","13","true","160.0","Noir","36"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-38-NOIR","19","true","160.0","Noir","38"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-40-NOIR","13","true","160.0","Noir","40"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-35-GRIS","21","true","160.0","Gris","35"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-36-GRIS","13","true","160.0","Gris","36"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-38-GRIS","19","true","160.0","Gris","38"
"V-Train 2.0 Femme","VIBRAM-V-TRAIN 2.0-F-40-GRIS","13","true","160.0","Gris","40"
"V-Trek Homme","VIBRAM-V-TREK-H-40-NOIR","17","true","160.0","Noir","40"
"V-Trek Homme","VIBRAM-V-TREK-H-41-NOIR","25","true","160.0","Noir","41"
"V-Trek Homme","VIBRAM-V-TREK-H-43-NOIR","23","true","160.0","Noir","43"
"V-Trek Homme","VIBRAM-V-TREK-H-44-NOIR","17","true","160.0","Noir","44"
"V-Trek Homme","VIBRAM-V-TREK-H-45-NOIR","19","true","160.0","Noir","45"
"V-Trek Homme","VIBRAM-V-TREK-H-40-GRIS","17","true","160.0","Gris","40"
"V-Trek Homme","VIBRAM-V-TREK-H-41-GRIS","25","true","160.0","Gris","41"
"V-Trek Homme","VIBRAM-V-TREK-H-43-GRIS","23","true","160.0","Gris","43"
"V-Trek Homme","VIBRAM-V-TREK-H-44-GRIS","17","true","160.0","Gris","44"
"V-Trek Homme","VIBRAM-V-TREK-H-45-GRIS","19","true","160.0","Gris","45"
"V-Trek Femme","VIBRAM-V-TREK-F-36-NOIR","19","true","160.0","Noir","36"
"V-Trek Femme","VIBRAM-V-TREK-F-37-NOIR","22","true","160.0","Noir","37"
"V-Trek Femme","VIBRAM-V-TREK-F-39-NOIR","23","true","160.0","Noir","39"
"V-Trek Femme","VIBRAM-V-TREK-F-40-NOIR","12","true","160.0","Noir","40"
"V-Trek Femme","VIBRAM-V-TREK-F-42-NOIR","22","true","160.0","Noir","42"
"V-Trek Femme","VIBRAM-V-TREK-F-36-VIOLET","19","true","160.0","Violet","36"
"V-Trek Femme","VIBRAM-V-TREK-F-37-VIOLET","22","true","160.0","Violet","37"
"V-Trek Femme","VIBRAM-V-TREK-F-39-VIOLET","23","true","160.0","Violet","39"
"V-Trek Femme","VIBRAM-V-TREK-F-40-VIOLET","12","true","160.0","Violet","40"
"V-Trek Femme","VIBRAM-V-TREK-F-42-VIOLET","22","true","160.0","Violet","42"
"V-KUMO Femme","VIBRAM-V-KUMO-F-38-NOIR","19","true","120.0","Noir","38"
"V-KUMO Femme","VIBRAM-V-KUMO-F-39-NOIR","17","true","120.0","Noir","39"
"V-KUMO Femme","VIBRAM-V-KUMO-F-40-NOIR","9","true","120.0","Noir","40"
"V-KUMO Femme","VIBRAM-V-KUMO-F-41-NOIR","21","true","120.0","Noir","41"
"V-KUMO Femme","VIBRAM-V-KUMO-F-38-VERT","19","true","120.0","Vert","38"
"V-KUMO Femme","VIBRAM-V-KUMO-F-39-VERT","17","true","120.0","Vert","39"
"V-KUMO Femme","VIBRAM-V-KUMO-F-40-VERT","9","true","120.0","Vert","40"
"V-KUMO Femme","VIBRAM-V-KUMO-F-41-VERT","21","true","120.0","Vert","41"
"Spyridon EVO Homme","VIBRAM-SPYRIDON EVO-H-42-NOIR","8","true","135.0","Noir","42"
"Spyridon EVO Homme","VIBRAM-SPYRIDON EVO-H-43-NOIR","23","true","135.0","Noir","43"
"Spyridon EVO Homme","VIBRAM-SPYRIDON EVO-H-44-NOIR","15","true","135.0","Noir","44"
"Spyridon EVO Homme","VIBRAM-SPYRIDON EVO-H-45-NOIR","24","true","135.0","Noir","45"
"Spyridon EVO Homme","VIBRAM-SPYRIDON EVO-H-46-NOIR","18","true","135.0","Noir","46"
"Spyridon EVO Femme","VIBRAM-SPYRIDON EVO-F-35-NOIR","11","true","135.0","Noir","35"
"Spyridon EVO Femme","VIBRAM-SPYRIDON EVO-F-37-NOIR","12","true","135.0","Noir","37"
"Spyridon EVO Femme","VIBRAM-SPYRIDON EVO-F-38-NOIR","5","true","135.0","Noir","38"
"Spyridon EVO Femme","VIBRAM-SPYRIDON EVO-F-40-NOIR","20","true","135.0","Noir","40"
"V-Lynx Homme","VIBRAM-V-LYNX-H-39-NOIR","21","true","150.0","Noir","39"
"V-Lynx Homme","VIBRAM-V-LYNX-H-41-NOIR","6","true","150.0","Noir","41"
"V-Lynx Homme","VIBRAM-V-LYNX-H-42-NOIR","14","true","150.0","Noir","42"
"V-Lynx Homme","VIBRAM-V-LYNX-H-44-NOIR","15","true","150.0","Noir","44"
"V-Lynx Homme","VIBRAM-V-LYNX-H-47-NOIR","10","true","150.0","Noir","47"
"V-Lynx Homme","VIBRAM-V-LYNX-H-39-GRIS","21","true","150.0","Gris","39"
"V-Lynx Homme","VIBRAM-V-LYNX-H-41-GRIS","6","true","150.0","Gris","41"
"V-Lynx Homme","VIBRAM-V-LYNX-H-42-GRIS","14","true","150.0","Gris","42"
"V-Lynx Homme","VIBRAM-V-LYNX-H-44-GRIS","15","true","150.0","Gris","44"
"V-Lynx Homme","VIBRAM-V-LYNX-H-47-GRIS","10","true","150.0","Gris","47"
"V-Lynx Femme","VIBRAM-V-LYNX-F-35-NOIR","9","true","150.0","Noir","35"
"V-Lynx Femme","VIBRAM-V-LYNX-F-38-NOIR","19","true","150.0","Noir","38"
"V-Lynx Femme","VIBRAM-V-LYNX-F-39-NOIR","5","true","150.0","Noir","39"
"V-Lynx Femme","VIBRAM-V-LYNX-F-40-NOIR","19","true","150.0","Noir","40"
"V-Lynx Femme","VIBRAM-V-LYNX-F-35-GRIS","9","true","150.0","Gris","35"
"V-Lynx Femme","VIBRAM-V-LYNX-F-38-GRIS","19","true","150.0","Gris","38"
"V-Lynx Femme","VIBRAM-V-LYNX-F-39-GRIS","5","true","150.0","Gris","39"
"V-Lynx Femme","VIBRAM-V-LYNX-F-40-GRIS","19","true","150.0","Gris","40"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-40-NOIR","5","true","125.0","Noir","40"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-42-NOIR","7","true","125.0","Noir","42"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-43-NOIR","19","true","125.0","Noir","43"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-45-NOIR","14","true","125.0","Noir","45"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-46-NOIR","17","true","125.0","Noir","46"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-40-GRIS","5","true","125.0","Gris","40"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-42-GRIS","7","true","125.0","Gris","42"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-43-GRIS","19","true","125.0","Gris","43"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-45-GRIS","14","true","125.0","Gris","45"
"EL-X Knit Homme","VIBRAM-EL-X KNIT-H-46-GRIS","17","true","125.0","Gris","46"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-37-NOIR","6","true","125.0","Noir","37"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-39-NOIR","8","true","125.0","Noir","39"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-40-NOIR","18","true","125.0","Noir","40"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-42-NOIR","8","true","125.0","Noir","42"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-37-GRIS","6","true","125.0","Gris","37"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-39-GRIS","8","true","125.0","Gris","39"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-40-GRIS","18","true","125.0","Gris","40"
"EL-X Knit Femme","VIBRAM-EL-X KNIT-F-42-GRIS","8","true","125.0","Gris","42"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-41-VERT","21","true","110.0","Vert","41"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-43-VERT","13","true","110.0","Vert","43"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-44-VERT","7","true","110.0","Vert","44"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-45-VERT","15","true","110.0","Vert","45"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-47-VERT","21","true","110.0","Vert","47"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-41-BLANC","21","true","110.0","Blanc","41"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-43-BLANC","13","true","110.0","Blanc","43"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-44-BLANC","7","true","110.0","Blanc","44"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-45-BLANC","15","true","110.0","Blanc","45"
"KOS Vintage Homme","VIBRAM-KOS VINTAGE-H-47-BLANC","21","true","110.0","Blanc","47"
"KMD sport","VIBRAM-KMD SPORT-U-38-JAUNE","16","true","120.0","Jaune","38"
"KMD sport","VIBRAM-KMD SPORT-U-39-JAUNE","19","true","120.0","Jaune","39"
"KMD sport","VIBRAM-KMD SPORT-U-40-JAUNE","11","true","120.0","Jaune","40"
"KMD sport","VIBRAM-KMD SPORT-U-41-JAUNE","16","true","120.0","Jaune","41"
"KMD sport","VIBRAM-KMD SPORT-U-42-JAUNE","15","true","120.0","Jaune","42"
"KMD sport","VIBRAM-KMD SPORT-U-43-JAUNE","23","true","120.0","Jaune","43"
"V street","VIBRAM-V STREET-U-39-NOIR","17","true","215.0","Noir","39"
"V street","VIBRAM-V STREET-U-41-NOIR","24","true","215.0","Noir","41"
"V street","VIBRAM-V STREET-U-42-NOIR","23","true","215.0","Noir","42"
"V street","VIBRAM-V STREET-U-44-NOIR","9","true","215.0","Noir","44"
"V street","VIBRAM-V STREET-U-45-NOIR","14","true","215.0","Noir","45"
"V street","VIBRAM-V STREET-U-39-GRIS","17","true","215.0","Gris","39"
"V street","VIBRAM-V STREET-U-41-GRIS","24","true","215.0","Gris","41"
"V street","VIBRAM-V STREET-U-42-GRIS","23","true","215.0","Gris","42"
"V street","VIBRAM-V STREET-U-44-GRIS","9","true","215.0","Gris","44"
"V street","VIBRAM-V STREET-U-45-GRIS","14","true","215.0","Gris","45"
"V street","VIBRAM-V STREET-U-39-BLANC","17","true","215.0","Blanc","39"
"V street","VIBRAM-V STREET-U-41-BLANC","24","true","215.0","Blanc","41"
"V street","VIBRAM-V STREET-U-42-BLANC","23","true","215.0","Blanc","42"
"V street","VIBRAM-V STREET-U-44-BLANC","9","true","215.0","Blanc","44"
"V street","VIBRAM-V STREET-U-45-BLANC","14","true","215.0","Blanc","45"
